"",SentenceLabelRem,SentenceScoreRem,Rubric,Score,FeedbackCode,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
37,"""overall an excellent attempt to develop more reflective (critical thinking)","""overall an excellent attempt to develop more reflective (critical thinking)",Sensemaking 2,68.2,18,1,10,99,40.06,63.35,99,10,70,80,70,30,0,0,0,0,0,0,0,0,20,10,0,10,0,0,0,0,10,40,10,10,0,10,0,30,0,30,20,0,0,0,0,0,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,0
38,Some of the insights provided are important and the learning you have made is excellent.,Some of the insights provided are important and the learning you have made is excellent.,Sensemaking 1,68.2,18,1,15,59.67,96.04,19.26,99,15,33.33,100,80,60,6.67,6.67,0,0,6.67,0,0,0,20,13.33,0,6.67,20,0,6.67,0,26.67,13.33,6.67,6.67,0,6.67,0,20,0,20,13.33,6.67,0,0,0,0,0,13.33,13.33,0,6.67,6.67,0,0,0,0,0,20,13.33,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,13.33,13.33,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0
39,Better academic writing in using secondary refences to strengthen your discussion will provide higher marks.,Better academic writing in using secondary refences to strengthen your discussion will provide higher marks.,Impact 1,68.2,18,1,15,89.52,96.04,19.26,99,15,46.67,86.67,66.67,26.67,6.67,6.67,0,0,6.67,0,0,0,6.67,0,0,13.33,6.67,0,0,0,20,26.67,0,13.33,0,6.67,6.67,6.67,0,6.67,0,6.67,0,0,0,0,0,13.33,13.33,0,0,0,0,0,0,0,0,26.67,20,0,0,0,0,13.33,6.67,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,13.33,0,0,13.33,0,0,0,0,0,6.67,6.67,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0
40,"Still, this is a significant improvement in refelctive thinking."" 68.2","Still, this is a significant improvement in refelctive thinking.""",Sensemaking 2,68.2,18,1,9,66.04,40.06,77.17,99,9,44.44,88.89,77.78,55.56,11.11,0,0,0,0,0,0,11.11,22.22,11.11,0,11.11,11.11,11.11,0,0,22.22,11.11,0,11.11,0,11.11,0,11.11,0,11.11,11.11,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,33.33,11.11,11.11,0,0,0,11.11,0
41,Feedback as provided in consultation.,Feedback as provided in consultation.,Agency 1,68,19,1,5,99,40.06,99,20.23,5,60,100,40,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,20,0,0,0,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0
42,Predecessors are missing from the Gantt chart.; 68,Predecessors are missing from the Gantt chart.;,Sensemaking 1,68,19,1,7,99,40.06,1,20.23,7,28.57,42.86,42.86,42.86,0,0,0,0,0,0,0,0,14.29,14.29,0,14.29,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,28.57,14.29,0,0,0,0,14.29,0
43,"""See attached feedback.","""See attached feedback.",Agency 1,57,20,1,3,89.52,40.06,99,20.23,3,66.67,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,33.33,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,33.33,0
44,"Please note that all project teams were provided feedback from KV in consultations held in the week comm 19/4, and provided a summary version of their feedback at that time. KV"" 57","Please note that all project teams were provided feedback from KV in consultations held in the week comm 19/4, and provided a summary version of their feedback at that time. KV""",Agency 1,57,20,1,32,95.8,58.66,54.55,20.23,16,25,84.38,46.88,40.63,9.38,3.13,0,0,0,0,3.13,6.25,18.75,6.25,6.25,15.63,3.13,0,3.13,0,6.25,0,6.25,6.25,3.13,0,3.13,12.5,3.13,9.38,6.25,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,25,21.88,6.25,3.13,0,0,9.38,6.25,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,6.25,0,0,6.25,0,0,0,3.13,12.5,0,0,0,0,0,0,0,12.5,3.13,3.13,0,0,0,6.25,0
45,Paper was moderated by all tutors. 67.49,Paper was moderated by all tutors.,Agency 1,67.49,21,1,6,89.52,40.06,1,20.23,6,16.67,66.67,50,50,0,0,0,0,0,0,0,0,16.67,0,0,16.67,16.67,0,0,0,16.67,0,16.67,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0
46,DevOps doesn’t = Agile. Agile is part of the DevOSp cycle as is predictive planning. The design model of EA is important in this issue,DevOps doesn’t = Agile. Agile is part of the DevOSp cycle as is predictive planning. The design model of EA is important in this issue,Sensemaking 1&Impact 1,55.04,22,1,24,82.63,6.61,68.87,83,8,12.5,66.67,54.17,45.83,4.17,0,0,0,0,0,0,4.17,12.5,8.33,0,16.67,16.67,0,4.17,4.17,16.67,4.17,4.17,4.17,0,4.17,0,12.5,0,12.5,4.17,0,0,0,0,4.17,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,4.17,4.17,0,0,0,4.17,0,16.67,8.33,0,0,0,0,0,16.67,8.33,0,0,0,4.17,4.17,0
47,There is a lack of understanding on DevOPS and EA and requirements development.,There is a lack of understanding on DevOPS and EA and requirements development.,Sensemaking 1,55.04,22,1,13,74.95,40.06,2.93,20.23,13,23.08,76.92,61.54,53.85,0,0,0,0,0,0,0,0,7.69,7.69,0,15.38,7.69,7.69,15.38,0,15.38,0,0,0,0,0,0,15.38,0,15.38,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0
48,The assignment is disjointed and poorly developed.,The assignment is disjointed and poorly developed.,Sensemaking 2,55.04,22,1,7,18.12,40.06,1,20.23,7,42.86,71.43,57.14,57.14,0,0,0,0,0,0,0,0,14.29,14.29,0,0,14.29,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0
49,;Some of your references are ??? A printer as a reference. YOu lost marks in that section.,;Some of your references are ??? A printer as a reference. YOu lost marks in that section.,Sensemaking 1,55.04,22,1,16,89.52,99,15.38,1,5.33,25,87.5,75,62.5,18.75,12.5,0,0,12.5,0,0,6.25,31.25,12.5,0,18.75,6.25,0,6.25,0,12.5,6.25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,25,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,6.25,6.25,0,0,0,0,0,0,37.5,12.5,0,18.75,0,0,6.25,0
50,You need to watch how you use citations.,You need to watch how you use citations.,Impact 1,55.04,22,1,8,26.1,99,1,20.23,8,12.5,87.5,87.5,50,25,25,0,0,25,0,0,0,0,0,0,12.5,0,12.5,0,0,37.5,0,0,0,0,0,0,37.5,0,37.5,12.5,25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0
51,YOu are on the limit of having to repeat as there is too much copying of refewrnces. They need to be rewritten. 55.04,YOu are on the limit of having to repeat as there is too much copying of refewrnces. They need to be rewritten.,Sensemaking 1&Impact 1,55.04,22,1,22,71.44,96.39,1,1,11,13.64,86.36,81.82,72.73,9.09,9.09,0,0,4.55,0,4.55,0,9.09,4.55,0,27.27,18.18,9.09,4.55,0,27.27,0,13.64,0,0,0,0,4.55,0,4.55,0,0,4.55,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,0,0,0,0,0,0,0,0,4.55,4.55,0,0,4.55,0,0,0,4.55,0,9.09,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0
52,good in general.,good in general.,Agency 2,75,23,1,3,99,40.06,99,99,3,33.33,100,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0
53,Wbs needs work as discussed in tutorial. 75,Wbs needs work as discussed in tutorial.,Sensemaking 1,75,23,1,7,99,40.06,1,20.23,7,28.57,85.71,57.14,28.57,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,14.29,0,28.57,0,0,14.29,0,14.29,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,28.57,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,14.29,0,0,14.29,0,0,0,0,14.29,14.29,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0
54,"""Xinyang, more depth of analysis is required here.;"" 57.03","""Xinyang, more depth of analysis is required here.;""",Sensemaking 2,57.03,24,1,8,62.1,40.06,99,20.23,8,37.5,87.5,62.5,50,0,0,0,0,0,0,0,0,12.5,0,0,12.5,12.5,12.5,0,0,12.5,12.5,25,0,0,0,0,12.5,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,25,0,0,25,0,0,0,0,0,12.5,0,0,0,0,0,0,62.5,12.5,12.5,0,0,0,37.5,0
55,Feedback as provided in consultation.; 65,Feedback as provided in consultation.;,Agency 1,65,25,1,5,99,40.06,99,20.23,5,60,100,40,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,20,0,0,0,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,40,20,0,0,0,0,20,0
56,"""This assignment fails to answer the questions to the depth required.","""This assignment fails to answer the questions to the depth required.",Sensemaking 2,19.25,26,1,11,99,40.06,95.15,20.23,11,27.27,100,54.55,45.45,9.09,0,0,0,0,0,0,9.09,27.27,18.18,0,18.18,0,0,0,0,0,0,9.09,9.09,0,9.09,0,18.18,0,18.18,18.18,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,0,9.09,0
57,"Fails to show any knowledge of DevOps, the place of SDLC in DevOps and EA design concepts as related to the development on conceptual design, non functional and functional requirements.","Fails to show any knowledge of DevOps, the place of SDLC in DevOps and EA design concepts as related to the development on conceptual design, non functional and functional requirements.",Sensemaking 1,19.25,26,1,30,99,40.06,63.35,20.23,30,26.67,66.67,40,40,0,0,0,0,0,0,0,0,10,6.67,0,23.33,0,0,10,0,0,0,0,3.33,0,3.33,0,16.67,0,16.67,13.33,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,3.33,10,0,0,6.67,3.33,0,0,0,0,0,0,0,0,0,0,0,10,3.33,6.67,0,0,0,0,0
58,"LAcks research and approapriate critical thinking."" 19.25","LAcks research and approapriate critical thinking.""",Sensemaking 1,19.25,26,1,6,49.68,40.06,1,20.23,6,66.67,83.33,66.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,33.33,16.67,0,0,0,0,0,50,0,50,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,33.33,16.67,0,0,0,0,16.67,0
59,good submission.,good submission.,Agency 2,80.38,27,1,2,89.52,40.06,1,99,2,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0
60,Needed some more indepth discussion and particularly on EA conceptual design as the driver for the functional and non fucntional requiremnts driver.,Needed some more indepth discussion and particularly on EA conceptual design as the driver for the functional and non fucntional requiremnts driver.,Sensemaking 1,80.38,27,1,22,94.5,40.06,1,20.23,22,31.82,63.64,50,45.45,0,0,0,0,0,0,0,0,18.18,9.09,0,13.64,0,4.55,13.64,0,4.55,4.55,9.09,0,0,0,0,9.09,0,9.09,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0
61,Also DevOps intergrates Agile (SDLC) into a planned environment (predictive PM) and organisations need to define the levels of planning apprioapriately.; 80.38,Also DevOps intergrates Agile (SDLC) into a planned environment (predictive PM) and organisations need to define the levels of planning apprioapriately.;,Impact 1,80.38,27,1,21,97.56,40.06,56.69,20.23,21,33.33,61.9,42.86,33.33,0,0,0,0,0,0,0,0,9.52,9.52,0,14.29,0,4.76,9.52,0,9.52,0,0,9.52,0,9.52,0,23.81,0,23.81,14.29,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,4.76,9.52,0,0,9.52,0,0,0,0,4.76,0,14.29,0,0,0,0,0,28.57,4.76,0,0,0,0,23.81,0
62,Feedback as provided in consultation.; 65,Feedback as provided in consultation.;,Agency 1,65,28,1,5,99,40.06,99,20.23,5,60,100,40,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,20,0,0,0,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,40,20,0,0,0,0,20,0
63,"Please review the attached """"Turnitin"""" download.","Please review the attached """"Turnitin"""" download.",Agency 1,58.9,29,1,6,99,40.06,39.59,20.23,6,50,66.67,16.67,16.67,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,16.67,0,0,0,0,66.67,0
64,"While the coversheet has contributed significantly to the high score, you will be able to see that there is also some poor practise in developing content from a reference that needs to be addressed. This is a development skill that will need to be addressed BEFORE the next assignment.","While the coversheet has contributed significantly to the high score, you will be able to see that there is also some poor practise in developing content from a reference that needs to be addressed. This is a development skill that will need to be addressed BEFORE the next assignment.",Sensemaking 1&Impact 2,58.9,29,1,49,56.86,64.19,3.57,4.4,24.5,22.45,83.67,73.47,61.22,10.2,2.04,0,0,2.04,0,0,8.16,20.41,10.2,0,14.29,16.33,6.12,6.12,0,22.45,6.12,2.04,6.12,0,4.08,2.04,4.08,0,4.08,0,0,4.08,0,0,0,0,2.04,0,2.04,0,0,0,0,0,0,0,6.12,4.08,2.04,0,0,0,0,2.04,0,0,0,0,0,0,0,0,6.12,0,0,6.12,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,0,0,6.12,8.16,0,0,6.12,2.04,0,0,6.12,0,8.16,4.08,0,0,0,0,0,6.12,4.08,2.04,0,0,0,0,0
65,";Overall, some good work, however many easy marks were lost in a non exsistant exec summary (the abstract did not provide the required information satisfactorily) the introduction was poor.",";Overall, some good work, however many easy marks were lost in a non exsistant exec summary (the abstract did not provide the required information satisfactorily) the introduction was poor.",Agency 2&Sensemaking 1,58.9,29,1,29,84,3.55,21.61,1.05,29,34.48,79.31,51.72,41.38,0,0,0,0,0,0,0,0,20.69,13.79,0,3.45,10.34,3.45,3.45,3.45,13.79,13.79,6.9,10.34,0,3.45,6.9,17.24,0,17.24,3.45,0,0,0,0,6.9,0,10.34,3.45,6.9,3.45,3.45,0,0,0,0,0,3.45,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,10.34,3.45,0,0,3.45,0,0,0,0,13.79,3.45,0,0,0,0,0,0,20.69,3.45,6.9,0,0,0,10.34,0
66,"While it seems your research skills are good and finding definitions and anlysis, htere is a fundamential issue with your DevOps understanding. ;THis created issues with yiour descriptions of how DevOps and EA fit within PM. The key is understanding that EA manages the business requyirements at coneptual level (you did not really discuss this) and these requirements are of a functional and non functional nature. Cybersecurty is part of this. PM manages the planning and delivery of these requirements.;"" 58.9","While it seems your research skills are good and finding definitions and anlysis, htere is a fundamential issue with your DevOps understanding. ;THis created issues with yiour descriptions of how DevOps and EA fit within PM. The key is understanding that EA manages the business requyirements at coneptual level (you did not really discuss this) and these requirements are of a functional and non functional nature. Cybersecurty is part of this. PM manages the planning and delivery of these requirements.;""",Sensemaking 1&Impact 1,58.9,29,1,80,50.94,62.31,36.72,38.3,16,27.5,76.25,56.25,48.75,12.5,3.75,0,0,3.75,0,0,8.75,16.25,6.25,0,10,7.5,2.5,8.75,1.25,12.5,1.25,1.25,3.75,0,3.75,0,17.5,0,17.5,10,1.25,0,3.75,2.5,2.5,0,1.25,1.25,0,1.25,1.25,0,0,0,0,0,6.25,2.5,0,0,0,0,2.5,3.75,0,0,0,0,1.25,0,0,1.25,3.75,0,0,3.75,1.25,0,0,0,0,0,0,0,0,0,0,2.5,0,1.25,0,0,0,0,0,2.5,1.25,2.5,0,0,2.5,0,0,0,1.25,2.5,10,1.25,0,0,0,0,0,13.75,6.25,1.25,0,0,0,6.25,0
67,Generally a reasonable effort.,Generally a reasonable effort.,Agency 2,60.9,30,1,4,89.52,40.06,89.39,20.23,4,50,100,75,50,0,0,0,0,0,0,0,0,25,25,0,0,0,25,0,0,0,25,0,25,0,25,0,50,0,50,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0
68,Starting to develop analytical thinking in writing although writing is still heavily descriptive.,Starting to develop analytical thinking in writing although writing is still heavily descriptive.,Sensemaking 1,60.9,30,1,13,53.56,7.93,99,20.23,13,69.23,92.31,76.92,46.15,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,15.38,7.69,0,38.46,0,0,0,0,0,0,23.08,0,23.08,15.38,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,23.08,23.08,0,0,0,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,15.38,0,0,7.69,0,0,7.69,7.69,0,7.69,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0
69,Better use of in-text citations and the secondary references to develop your comments more as informed discussion rather than repenting the writing as descriptive opinion.; 60.9,Better use of in-text citations and the secondary references to develop your comments more as informed discussion rather than repenting the writing as descriptive opinion.;,Sensemaking 1,60.9,30,1,25,94.04,63.73,3.34,20.23,25,44,84,64,44,4,4,0,0,4,0,0,0,16,8,0,20,0,4,16,0,12,12,4,4,0,4,0,24,0,24,8,4,4,0,0,4,0,8,4,4,4,0,4,0,0,4,0,24,20,0,0,0,0,16,4,0,0,0,0,0,0,0,0,8,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,4,0,0,0,0,8,0
70,Feedback as provided in consultation.,Feedback as provided in consultation.,Agency 1,72,31,1,5,99,40.06,99,20.23,5,60,100,40,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,20,0,0,0,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0
71,Visibility of WBS needs to be addressed.; 72,Visibility of WBS needs to be addressed.;,Sensemaking 1,72,31,1,7,99,40.06,1,20.23,7,28.57,57.14,57.14,42.86,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,28.57,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,28.57,14.29,0,0,0,0,14.29,0
72,Both product scope and WBS has room for improvement 75,Both product scope and WBS has room for improvement,Sensemaking 1,75,32,1,9,66.04,40.06,10.18,99,9,22.22,77.78,44.44,44.44,0,0,0,0,0,0,0,0,11.11,0,0,11.11,11.11,0,11.11,0,11.11,0,11.11,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"""Referencing is not to APA standards.","""Referencing is not to APA standards.",Sensemaking 1,53.15,33,1,6,49.68,1,39.59,20.23,6,33.33,66.67,50,50,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,16.67,16.67,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,33.33,16.67,0,0,0,0,16.67,0
